Year,Month,Actual Temperature
1884,11,-11.436
1884,12,-17.54
1885,1,-17.385
1885,2,-16.758
1885,3,-6.988
1885,4,-0.089
1885,5,7.162
1885,6,11.262
1885,7,12.506
1885,8,10.993
1885,9,5.862
1885,10,-0.224
1885,11,-15.798
1885,12,-18.611
1886,1,-23.791
1886,2,-17.553
1886,3,-8.868
1886,4,-1.799
1886,5,5.218
1886,6,10.31
1886,7,12.831
1886,8,10.084
1886,9,4.731
1886,10,-3.959
1886,11,-11.798
1886,12,-14.472
1887,1,-20.446
1887,2,-15.187
1887,3,-10.807
1887,4,-3.048
1887,5,2.89
1887,6,9.081
1887,7,9.93
1887,8,8.906
1887,9,4.185
1887,10,-3.997
1887,11,-13.538
1887,12,-19.642
1888,1,-15.708
1888,2,-13.362
1888,3,-6.752
1888,4,-6.256
1888,5,5.343
1888,6,8.168
1888,7,10.845
1888,8,10.531
1888,9,4.625
1888,10,-3.093
1888,11,-13.215
1888,12,-15.354
1889,1,-14.431
1889,2,-12.092
1889,3,-6.299
1889,4,-2.016
1889,5,5.339
1889,6,10.412
1889,7,12.025
1889,8,9.975
1889,9,4.479
1889,10,-2.775
1889,11,-11.213
1889,12,-16.361
1890,1,-17.281
1890,2,-14.6
1890,3,-9.399
1890,4,-4.598
1890,5,4.628
1890,6,8.883
1890,7,11.989
1890,8,9.68
1890,9,4.785
1890,10,-4.206
1890,11,-11.938
1890,12,-18.464
1891,1,-15.104
1891,2,-13.631
1891,3,-8.123
1891,4,-3.122
1891,5,3.971
1891,6,10.365
1891,7,12.767
1891,8,10.325
1891,9,4.015
1891,10,-3.785
1891,11,-11.911
1891,12,-16.045
1892,1,-15.591
1892,2,-13.319
1892,3,-9.917
1892,4,
1892,5,5.525
1892,6,9.67
1892,7,12.429
1892,8,10.198
1892,9,4.056
1892,10,-3.272
1892,11,-14.703
1892,12,-13.221
1893,1,-19.838
1893,2,-9.516
1893,3,-5.887
1893,4,0.577
1893,5,7.772
1893,6,10.265
1893,7,12.972
1893,8,10.376
1893,9,5.08
1893,10,-3.469
1893,11,-11.933
1893,12,-17.92
1894,1,-20.471
1894,2,-19.052
1894,3,-9.448
1894,4,-6.202
1894,5,2.825
1894,6,9.254
1894,7,10.92
1894,8,10.089
1894,9,5.106
1894,10,-4.445
1894,11,-13.184
1894,12,-16.719
1895,1,-19.053
1895,2,-14.089
1895,3,-8.44
1895,4,-6.776
1895,5,4.937
1895,6,9.049
1895,7,11.025
1895,8,9.235
1895,9,3.369
1895,10,-2.754
1895,11,-8.924
1895,12,-18.618
1896,1,-22.75
1896,2,-21.359
1896,3,-8.245
1896,4,-4.764
1896,5,2.494
1896,6,8.897
1896,7,10.375
1896,8,8.906
1896,9,5.553
1896,10,-2.355
1896,11,-11.937
1896,12,-18.209
1897,1,-15.472
1897,2,-12.432
1897,3,-12.056
1897,4,-2.486
1897,5,4.248
1897,6,11.042
1897,7,10.633
1897,8,10.089
1897,9,2.723
1897,10,-5.207
1897,11,-10.979
1897,12,-10.561
1898,1,-15.752
1898,2,-15.851
1898,3,-4.062
1898,4,-1.139
1898,5,3.615
1898,6,9.704
1898,7,11.112
1898,8,9.506
1898,9,3.652
1898,10,-4.147
1898,11,-13.481
1898,12,-13.698
1899,1,-17.181
1899,2,-14.739
1899,3,-9.302
1899,4,-1.573
1899,5,4.246
1899,6,9.698
1899,7,12.923
1899,8,10.588
1899,9,5.015
1899,10,-3.507
1899,11,-9.353
1899,12,-17.405
1900,1,-19.673
1900,2,-11.371
1900,3,-6.384
1900,4,-2.335
1900,5,4.586
1900,6,9.653
1900,7,12.376
1900,8,9.78
1900,9,5.291
1900,10,-3.975
1900,11,-14.353
1900,12,-15.849
1901,1,-17.992
1901,2,-15.462
1901,3,-7.613
1901,4,-3.993
1901,5,2.972
1901,6,9.862
1901,7,11.419
1901,8,9.142
1901,9,5.464
1901,10,-1.786
1901,11,-12.116
1901,12,-15.43
1902,1,-16.715
1902,2,-10.306
1902,3,-13.284
1902,4,-3.848
1902,5,4.767
1902,6,12.471
1902,7,13.13
1902,8,10.524
1902,9,5.078
1902,10,-1.589
1902,11,-13.16
1902,12,-21.257
1903,1,-20.828
1903,2,-13.688
1903,3,-10.1
1903,4,-5.308
1903,5,4.205
1903,6,9.762
1903,7,11.587
1903,8,10.694
1903,9,5.165
1903,10,-4.773
1903,11,-14.186
1903,12,-11.769
1904,1,-18.946
1904,2,-17.991
1904,3,-11.717
1904,4,-1.38
1904,5,5.272
1904,6,9.075
1904,7,10.541
1904,8,9.165
1904,9,4.18
1904,10,-2.479
1904,11,-14.318
1904,12,-15.344
1905,1,-14.783
1905,2,-8.661
1905,3,-4.249
1905,4,0.032
1905,5,5.283
1905,6,9.95
1905,7,12.277
1905,8,10.994
1905,9,3.352
1905,10,-2.136
1905,11,-6.165
1905,12,-15.363
1906,1,-25.527
1906,2,-11.189
1906,3,-5.861
1906,4,-1.956
1906,5,5.889
1906,6,10.811
1906,7,11.085
1906,8,10.295
1906,9,5.548
1906,10,-1.07
1906,11,-11.484
1906,12,-18.922
1907,1,-17.492
1907,2,-20.245
1907,3,-12.575
1907,4,-1.48
1907,5,6.277
1907,6,9.522
1907,7,10.851
1907,8,9.997
1907,9,5.386
1907,10,-4.244
1907,11,-11.509
1907,12,-13.986
1908,1,-14.675
1908,2,-10.238
1908,3,-9.2
1908,4,-2.724
1908,5,4.666
1908,6,9.659
1908,7,10.544
1908,8,9.145
1908,9,2.483
1908,10,-5.481
1908,11,-9.478
1908,12,-12.344
1909,1,-23.009
1909,2,-17.083
1909,3,-9.418
1909,4,-3.31
1909,5,4.718
1909,6,8.713
1909,7,12.174
1909,8,10.263
1909,9,3.805
1909,10,-4.811
1909,11,-14.159
1909,12,-15.367
1910,1,-19.177
1910,2,-15.599
1910,3,-9.505
1910,4,-5.421
1910,5,4.081
1910,6,7.545
1910,7,10.913
1910,8,9.59
1910,9,5.818
1910,10,-3.66
1910,11,-11.883
1910,12,-18.026
1911,1,-19.376
1911,2,-12.632
1911,3,-11.945
1911,4,-4.995
1911,5,2.677
1911,6,8.522
1911,7,11.549
1911,8,11.044
1911,9,6.168
1911,10,0.479
1911,11,-11.29
1911,12,-15.228
1912,1,-11.453
1912,2,-8.288
1912,3,-4.205
1912,4,0.253
1912,5,5.573
1912,6,8.328
1912,7,11.028
1912,8,8.006
1912,9,4.492
1912,10,-2.758
1912,11,-8.961
1912,12,-15.487
1913,1,-20.188
1913,2,-8.484
1913,3,-7.332
1913,4,-3.388
1913,5,4.048
1913,6,10.888
1913,7,11.3
1913,8,9.104
1913,9,4.459
1913,10,-3.404
1913,11,-11.095
1913,12,-14.129
1914,1,-16.808
1914,2,-9.2
1914,3,-8.678
1914,4,-2.547
1914,5,4.573
1914,6,9.609
1914,7,10.818
1914,8,9.895
1914,9,3.163
1914,10,-0.039
1914,11,-10.214
1914,12,-9.367
1915,1,-12.951
1915,2,-13.794
1915,3,-4.612
1915,4,-0.468
